county,account_id,owner_name,mailing_address,parcel_address,city,zip,assessed_value,use_code,prop_type
Collin,R-4641-00A-01R2-1,WRIDGE GOLF LLC,"12524 HIGHFIELD CIR, LAKEWOOD RANCH, FL 34202-7911",9055 N COTTON RIDGE RD,MCKINNEY,75072,414276,GCDR,Commercial
Collin,R-4641-000-R004-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",REGENCY TRL,MCKINNEY,75072,2199,F1,Commercial
Collin,R-9630-00A-0010-1,TMIT HOLDINGS LLC,"510 NOEL DR, LONGVIEW, TX 75602-1814",7808 PRESTON RD,FRISCO,75034,2173581,ARS,Commercial
Collin,R-9597-00A-0010-1,MARCUM LARRY K,"PO BOX 68, PAOLI, OK 73074-0068",6451 PRESTON RD,FRISCO,75034,3022722,VC,Commercial
Collin,R-9289-001-001R-1,RIACHI RIDGEVIEW APARTMENTS LLC,"570 LAKE COOK RD STE 325, DEERFIELD, IL 60015-4977",9600 COIT RD,PLANO,75025,71615875,MFU,Commercial
Collin,R-9620-00A-0020-1,SANTIBANEZ-SOTO REGINO &,"991 FM 1377, PRINCETON, TX 75407-2650",133 W PRINCETON DR,PRINCETON,75407,1230418,RE,Commercial
Collin,R-9496-00E-002R-1,CIRCLE TEN COUNCIL/BOY SCOUTS OF AMERICA,"5600 S CENTRAL EXPY, FAIRVIEW, TX 75069-2062",5600 S CENTRAL EXPY,FAIRVIEW,75069,1877784,EXEMPT,Commercial
Collin,R-9496-00E-001R-1,VILLAGE FV LTD,"2000 MCKINNEY AVE STE 1000, DALLAS, TX 75201-2027",US HWY 75,FAIRVIEW,75069,100545,C1,Commercial
Collin,R-9496-00D-001R-1,VILLAGE FV LTD,"2000 MCKINNEY AVE STE 1000, DALLAS, TX 75201-2027",GREENVILLE AVE,FAIRVIEW,75002,22559,C1,Commercial
Collin,R-9496-00B-001R-1,VILLAGE FV LTD,"2000 MCKINNEY AVE STE 1000, DALLAS, TX 75201-2027",FAIRVIEW PKWY,FAIRVIEW,75069,1000,F1,Commercial
Collin,R-9496-00A-004C-1,B H 301 STACY ROAD LLC,"6501 LEGACY DR STE B100, PLANO, TX 75024-4161",301 STACY RD,FAIRVIEW,75069,8900000,DES,Commercial
Collin,R-9496-00A-006C-1,MACYS RETAIL HOLDINGS INC,"145 PROGRESS PL, SPRINGDALE, OH 45246-1717",201 STACY RD,FAIRVIEW,75069,10103922,DES,Commercial
Collin,R-9496-00A-007C-1,DILLARDS PROPERTIES INC,"4501 N BEACH ST, FORT WORTH, TX 76137-3218",121 STACY RD,FAIRVIEW,75069,10850000,DES,Commercial
Collin,R-9496-00A-008C-1,IVT SHOPPES AT FAIRVIEW LLC,"3025 HIGHLAND PKWY STE 350, DOWNERS GROVE, IL 60515-5541",105 STACY RD,FAIRVIEW,75069,15451666,SM,Commercial
Collin,R-9496-00A-010C-1,VILLAGE FV LTD,"2000 MCKINNEY AVE STE 1000, DALLAS, TX 75201-2027",,,,17654,F1,Commercial
Collin,R-9496-00A-011C-1,VILLAGE FV LTD,"2000 MCKINNEY AVE STE 1000, DALLAS, TX 75201-2027",FAIRVIEW PKWY,FAIRVIEW,75069,4437,F1,Commercial
Collin,R-9496-00A-012C-1,VILLAGE FV LTD,"2000 MCKINNEY AVE STE 1000, DALLAS, TX 75201-2027",,,,285,C1,Commercial
Collin,R-9496-00A-013C-1,VILLAGE FV LTD,"2000 MCKINNEY AVE STE 1000, DALLAS, TX 75201-2027",,,,2927,F1,Commercial
Collin,R-9496-00A-014C-1,DALLAS AREA RAPID TRANSIT,"MB 7230, DALLAS, TX 75266-0163",,,,8989,EXEMPT,Commercial
Collin,R-9496-00A-015C-1,DALLAS AREA RAPID TRANSIT,"MB 7230, DALLAS, TX 75266-0163",,,,538,EXEMPT,Commercial
Collin,R-9496-00A-016C-1,DALLAS AREA RAPID TRANSIT,"MB 7230, DALLAS, TX 75266-0163",,,,5022,F1,Commercial
Collin,R-9631-0AA-0010-1,FOGARTY-WILLIAMSON TRISTAN ADAM 2015 TRUST THE,"PO BOX 190746, DALLAS, TX 75219-6908",STATE HWY 5,MELISSA,75454,153418,C1,Commercial
Collin,R-9631-0BB-0010-1,MELISSA CITY OF,"3411 BARKER AVE, MELISSA, TX 75454-9569",3412 BARKER AVE,MELISSA,75454,78964,EXEMPT,Commercial
Collin,R-9631-0CC-0010-1,MELISSA CITY OF,"3411 BARKER AVE, MELISSA, TX 75454-9569",3411 BARKER AVE,MELISSA,75454,7237954,EXEMPT,Commercial
Collin,R-9631-0DD-0010-1,MELISSA DEVELOPMENT PARTNERS LLC,"251 E SOUTHLAKE BLVD STE 100, SOUTHLAKE, TX 76092-6270",1500 SCOTT ST,MELISSA,75454,1359971,MDO,Commercial
Collin,R-9631-0EE-0010-1,MELISSA CITY OF,"3411 BARKER AVE, MELISSA, TX 75454-9569",STATE HWY 5,MELISSA,75454,174240,F1,Commercial
Collin,R-9631-0GG-0010-1,FLCT LTD,"3699 MCKINNEY AVE STE 483, DALLAS, TX 75204-4565",MCKINNEY ST,MELISSA,75454,48090,C1,Commercial
Collin,R-9631-0AA-0020-1,TPHG LLC,"6223 BIRDHILL LN, FRISCO, TX 75035-0795",3591 MCKINNEY ST,MELISSA,75454,3607348,SC,Commercial
Collin,R-6422-R00-0171-1,STATE OF TEXAS,"PO BOX 3067, DALLAS, TX 75221-3067",US HWY 380,FARMERSVILLE,75442,42401,F1,Commercial
Collin,R-6467-R00-0021-1,STATE OF TEXAS,"PO BOX 3067, DALLAS, TX 75221-3067",US HWY 380,FARMERSVILLE,75442,1228,F1,Commercial
Collin,R-6450-R02-0731-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",LAKE FOREST DR,MCKINNEY,75071,505,F1,Commercial
Collin,R-6467-R00-0051-1,STATE OF TEXAS,"PO BOX 3067, DALLAS, TX 75221-3067",US HWY 380,FARMERSVILLE,75442,7658,F1,Commercial
Collin,R-6467-000-0080-1,UNITED STATES OF AMERICA,"211 W FERGUSON ST STE 318, TYLER, TX 75702-8900",41 COUNTY ROAD 557,FARMERSVILLE,75442,63911,EXEMPT,Commercial
Collin,R-6467-R00-0081-1,STATE OF TEXAS,"PO BOX 3067, DALLAS, TX 75221-3067",US HWY 380,FARMERSVILLE,75442,3385,F1,Commercial
Collin,R-9632-000-R001-1,PROSPER CITY OF,"PO BOX 297, PROSPER, TX 75078",COLEMAN ST,PROSPER,75078,77328,F1,Commercial
Collin,R-8177-000-R001-1,STATE OF TEXAS,"PO BOX 3067, DALLAS, TX 75221-3067",CUSTER RD,MCKINNEY,75070,107005,F1,Commercial
Collin,R-6835-R00-0421-1,WYLIE CITY OF,"300 COUNTRY CLUB DR BLDG 100, WYLIE, TX 75098-3000",MCCREARY RD,WYLIE,75098,65250,F1,Commercial
Collin,R-6952-R03-2421-1,STATE OF TEXAS,"PO BOX 3067, DALLAS, TX 75221-3067",US HWY 380,FARMERSVILLE,75442,29376,F1,Commercial
Collin,R-9629-008-0000-1,LANTOWER MANAGEMENT SERVICES LP,"2218 BRYAN ST STE 400, DALLAS, TX 75201-2633",325 MURRAY FARM RD,FAIRVIEW,75069,17308600,MFU,Commercial
Collin,R-9629-009-0000-1,VILLAGE FV LTD,"2000 MCKINNEY AVE STE 1000, DALLAS, TX 75201-2027",135 FOUNTAIN CT,FAIRVIEW,75069,6142500,RETC,Commercial
Collin,R-6952-R03-0701-1,STATE OF TEXAS,"PO BOX 3067, DALLAS, TX 75221-3067",US HWY 380,FARMERSVILLE,75442,55869,F1,Commercial
Collin,R-9634-000-R001-1,PRINCETON CITY OF,"PO BOX C, PRINCETON, TX 75407",WOOD RD,PRINCETON,75407,103200,F1,Commercial
Collin,R-6149-R02-0312-1,FRISCO CITY OF,"6101 FRISCO SQ BLVD STE 1000, FRISCO, TX 75034-3239",JOHN HICKMAN PKWY,FRISCO,75034,40922,F1,Commercial
Collin,R-6342-000-0060-1,HSG DEVELOPMENT LP,"5956 SHERRY LN STE 1500, DALLAS, TX 75225-8026",,,,156772,PL,Commercial
Collin,R-6342-000-0010-1,HSG DEVELOPMENT LP,"5956 SHERRY LN STE 1500, DALLAS, TX 75225-8026",ALL STARS AVE,FRISCO,75033,1162927,PL,Commercial
Collin,R-6342-000-0070-1,FRISCO CITY OF,"6101 FRISCO SQ BLVD STE 1000, FRISCO, TX 75034-3239",,,,45354,F1,Commercial
Collin,R-6342-R00-0011-1,FRISCO CITY OF,"6101 FRISCO SQ BLVD STE 1000, FRISCO, TX 75034-3239",,,,48941,F1,Commercial
Collin,R-6668-000-0110-1,WENDOVER DEVELOPMENT LLC,"3899 MAPLE AVE, DALLAS, TX 75219-3913",,ALLEN,75013,24750,C1,Commercial
Collin,R-9621-000-0500-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",ALMA DR,ALLEN,75013,1000,F1,Commercial
Collin,R-9633-000-R001-1,LUCAS CITY OF,"665 COUNTRY CLUB RD, LUCAS, TX 75002-7651",W FOREST GROVE RD,LUCAS,75002,1000,F1,Commercial
Collin,R-4010-00A-0020-1,AMERICAN TELEPHONE & TELEGRAPH,"909 CHESTNUT ST RM 36M1, SAINT LOUIS, MO 63101-2065",12360 ELDORADO PKWY,FRISCO,75035,5231369,USS,Commercial
Collin,R-4010-000-R001-1,FRISCO CITY OF,"6101 FRISCO SQ BLVD STE 1000, FRISCO, TX 75034-3239",ELDORADO PKWY/COIT RD,FRISCO,75035,67954,F1,Commercial
Collin,R-8636-203-3000-1,BRIDGING HARTS HOLDINGS LLC,"203 S ALMA DR STE 300, ALLEN, TX 75013-3774",203 S ALMA DR 300,ALLEN,75013,448828,OC,Commercial
Collin,R-6467-000-0090-1,A & A LANDSCAPE & IRRIGATION LP,"41 COUNTY ROAD 557, FARMERSVILLE, TX 75442-7071",W AUDIE MURPHY PKWY,FARMERSVILLE,75442,155183,C1,Commercial
Collin,R-6467-R00-0091-1,STATE OF TEXAS,"PO BOX 133067, DALLAS, TX 75313-3067",US HWY 380,FARMERSVILLE,75442,21780,F1,Commercial
Collin,R-6478-R00-0501-1,STATE OF TEXAS,"PO BOX 133067, DALLAS, TX 75313-3067",,BLUE RIDGE,75424,772,F1,Commercial
Collin,R-6639-R00-0021-1,STATE OF TEXAS,"PO BOX 133067, DALLAS, TX 75313-3067",FM 981,BLUE RIDGE,75424,1168,F1,Commercial
Collin,R-8752-R00-0031-1,STATE OF TEXAS,"PO BOX 133067, DALLAS, TX 75313-3067",US HWY 380,FARMERSVILLE,75442,1000,F1,Commercial
Collin,R-1104-00D-001R-1,WISTRON GREENTECH (TEXAS) CORPORATION,"2101 COUCH DR, MCKINNEY, TX 75069-7314",2101 COUCH DR,MCKINNEY,75069,9885629,LI-STIB,Commercial
Collin,R-6422-R00-0041-1,STATE OF TEXAS,"PO BOX 3067, DALLAS, TX 75221-3067",US HWY 380,FARMERSVILLE,75442,11223,F1,Commercial
Collin,R-6422-R00-0042-1,STATE OF TEXAS,"PO BOX 3067, DALLAS, TX 75221-3067",US HWY 380,FARMERSVILLE,75442,11048,F1,Commercial
Collin,R-8720-00A-01R2-1,SOVRAN ACQUISITION LIMITED PARTNERSHIP,"6467 MAIN ST, WILLIAMSVILLE, NY 14221-5856",550 N CUSTER RD,MCKINNEY,75071,14900000,SSF,Commercial
Collin,R-6287-000-0650-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",OLD MILL RD,MCKINNEY,75069,59000,F1,Commercial
Collin,R-6166-004-1950-1,380 FOREST GROVE PROPERTY LP,"6900 ALMA DR STE 180, PLANO, TX 75023-2067",,,,7251,C1,Commercial
Collin,R-7000-R00-0021-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",AIRPORT DR,MCKINNEY,75069,8895,F1,Commercial
Collin,R-6747-R00-0401-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",ELM ST,MCKINNEY,75069,1429,F1,Commercial
Collin,R-1632-001-001B-1,PLANO ISD,"2700 W 15TH ST, PLANO, TX 75075-7524",MILL VLY,PLANO,75075,149019,EXEMPT,Commercial
Collin,R-1632-001-01B1-1,PLANO ISD,"2700 W 15TH ST, PLANO, TX 75075-7524",15TH ST,PLANO,75075,598670,EXEMPT,Commercial
Collin,R-6639-R00-0031-1,STATE OF TEXAS,"PO BOX 3067, DALLAS, TX 75221-3067",FM 981,BLUE RIDGE,75424,3106,F1,Commercial
Collin,R-8752-R00-0021-1,STATE OF TEXAS,"PO BOX 3067, DALLAS, TX 75221-3067",US HWY 380,FARMERSVILLE,75442,1000,F1,Commercial
Collin,R-8979-00A-0020-1,ELDORADO ASSET MANAGEMENT LTD,"2905 MADISON DR, MELISSA, TX 75454-2463",6651 ELDORADO PKWY,MCKINNEY,75070,1509958,MDO,Commercial
Collin,R-9600-000-R001-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",GRASSMERE LN,MCKINNEY,75071,31102,F1,Commercial
Collin,R-9600-00A-0010-1,NREA RETREAT DST,"2515 MCKINNEY AVE STE 1100, DALLAS, TX 75201-1945",1920 GRASSMERE LN,MCKINNEY,75071,77000000,MFU,Commercial
Collin,R-6147-R02-0321-1,PROSPER TOWN OF,"PO BOX 307, PROSPER, TX 75078-4405",COLEMAN ST,PROSPER,75078,159963,F1,Commercial
Collin,R-6147-R02-0011-1,PROSPER TOWN OF,"PO BOX 307, PROSPER, TX 75078-4405",COLEMAN ST,PROSPER,75078,621135,F1,Commercial
Collin,R-9636-00A-0170-1,STARSIDE CUSTOM BUILDERS LLC,"6628 JOSEPHINE ST, PLANO, TX 75024-7586",TENNYSON PKWY,PLANO,75024,5000,F1,Commercial
Collin,R-9636-00D-0300-1,STARSIDE CUSTOM BUILDERS LLC,"6628 JOSEPHINE ST, PLANO, TX 75024-7586",SPRING CREEK PKWY,PLANO,75024,5000,F1,Commercial
Collin,R-9310-00A-0030-1,FERRELL RICHARD E,"11700 PRESTON RD STE 600 # 551, DALLAS, TX 75230-6117",OHIO DR,PLANO,75024,496793,C1,Commercial
Collin,R-9310-00A-0040-1,FERRELL RICHARD E,"11700 PRESTON RD STE 600 # 551, DALLAS, TX 75230-6117",OHIO DR,PLANO,75024,505993,C1,Commercial
Collin,R-6471-R01-0921-1,STATE OF TEXAS,"PO BOX 133067, DALLAS, TX 75313-3067",US HWY 380,FARMERSVILLE,75442,8037,F1,Commercial
Collin,R-9606-000-R001-1,COLLIN COUNTY,"4690 COMMUNITY AVE # 200, MCKINNEY, TX 75071-2541",FM 1827,MCKINNEY,75071,186000,F1,Commercial
Collin,R-1169-011-001D-1,BIG BRUSH CARWASH LLC,"1518 CHEYENNE DR, RICHARDSON, TX 75080-2965",495 N STATE HWY 78,WYLIE,75098,269278,SSCW,Commercial
Collin,R-9637-00A-0020-1,RPD PRESTON CREEK LLC,"PO BOX 701016, SAN ANTONIO, TX 78270-1016",8300 PRESTON RD,PLANO,75024,15760986,NBHDC,Commercial
Collin,R-6939-000-0280-1,HT N AVE SS OWNER LP,"2800 POST OAK BLVD STE 4800, HOUSTON, TX 77056-6123",PRESIDENT GEORGE BUSH HWY,PLANO,75074,106,C1,Commercial
Collin,R-6939-000-0290-1,BGC PLANO TX LAND ACQUISITION LLC,"15275 QUORUM DR, ADDISON, TX 75001-4639",PRESIDENT GEORGE BUSH HWY,PLANO,75074,25777,C1,Commercial
Collin,R-9610-00A-0010-1,BROOKSHIRE GROCERY COMPANY,"1600 WSW LOOP 323, TYLER, TX 75701-8532",1325 W WHITE ST,ANNA,75409,5583829,SM,Commercial
Collin,R-9610-00A-0020-1,INDEPENDENT BANK,"7777 HENNEMAN WAY, MCKINNEY, TX 75070-1711",1427 W WHITE ST,ANNA,75409,2486819,BBR,Commercial
Collin,R-9610-00A-0030-1,ANNA MARKET CENTER LTD,"25 HIGHLAND PARK VLG STE 100 PMB 574, DALLAS, TX 75205-2726",1317 W WHITE ST,ANNA,75409,2122635,FFR,Commercial
Collin,R-9610-00A-0040-1,LBS PARTNERS INC,"1001 WESTWOOD CT, ALLEN, TX 75013-3637",1305 W WHITE ST,ANNA,75409,1438936,FFR,Commercial
Collin,R-9610-00A-0050-1,ANNA MARKET CENTER LTD,"25 HIGHLAND PARK VLG STE 100 PMB 574, DALLAS, TX 75205-2726",WHITE ST,ANNA,75409,270900,C1,Commercial
Collin,R-9610-00A-0060-1,ANNA MARKET CENTER LTD,"25 HIGHLAND PARK VLG STE 100 PMB 574, DALLAS, TX 75205-2726",FERGUSON PKWY,ANNA,75409,452120,C1,Commercial
Collin,R-9610-00A-0070-1,ANNA CITY OF,"PO BOX 776, ANNA, TX 75409-0776",FERGUSON PKWY,ANNA,75409,26110,F1,Commercial
Collin,R-9610-00A-0090-1,ANNA CENTER LTD,"25 HIGHLAND PARK VLG STE 100 PMB 574, DALLAS, TX 75205-2726",,ANNA,75409,144,C1,Commercial
Collin,R-9610-000-R001-1,ANNA CITY OF,"PO BOX 776, ANNA, TX 75409-0776",FERGUSON PKWY,ANNA,75409,81762,F1,Commercial
Collin,R-9610-000-R002-1,ANNA CITY OF,"PO BOX 776, ANNA, TX 75409-0776",WHITE ST,ANNA,75409,17293,F1,Commercial
Collin,R-6558-000-0120-1,GRID ENTERPRISES INC,"1415 S MCDONALD ST, MCKINNEY, TX 75069-7117",1415 S MCDONALD ST,MCKINNEY,75069,144861,WHO-STIB,Commercial
Collin,R-6558-000-1190-1,STATE OF TEXAS,"125 E 11TH ST, AUSTIN, TX 78701-2483",STATE HWY 5,MCKINNEY,75069,2478,F1,Commercial
Collin,R-9640-00A-0030-1,C PLAZA LLC,"7604 GLEN ALBENS CIR, DALLAS, TX 75225-1814",7333 COIT RD,FRISCO,75035,3166215,SC,Commercial
Collin,R-9639-00A-0010-1,FRISCO ISD,"5515 OHIO DR, FRISCO, TX 75035-7002",15250 ROLATER RD,FRISCO,75035,147603402,EXEMPT,Commercial
Collin,R-9639-000-R001-1,FRISCO CITY OF,"6101 FRISCO SQ BLVD STE 1000, FRISCO, TX 75034-3239",ROLATER RD/VALLEY BROOK DR,FRISCO,75035,560617,F1,Commercial
Collin,R-0869-026-108R-1,ALTERNATIVE & INTEGRATIVE MEDICINE INC,"412 S DAVIS DR, ARLINGTON, TX 76013-6685",1009 N TENNESSEE ST,MCKINNEY,75069,578764,MDO,Commercial
Collin,R-0869-026-R001-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",N KENTUCKY ST,MCKINNEY,75069,1000,F1,Commercial
Collin,R-0869-026-R002-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",N TENNESSEE ST,MCKINNEY,75069,1000,F1,Commercial
Collin,R-3672-00A-001R-1,ONCOR ELECTRIC DELIVERY COMPANY,"PO BOX 139100, DALLAS, TX 75313-9100",2301 CHELSEA BLVD,ALLEN,75013,108957,J3,Commercial
Collin,R-3672-00B-001R-1,ONCOR ELECTRIC DELIVERY COMPANY,"PO BOX 139100, DALLAS, TX 75313-9100",,,,8588,J3,Commercial
Collin,R-3672-000-R001-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",,,,1000,F1,Commercial
Collin,R-3672-000-R002-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",CHELSEA BLVD,ALLEN,75013,1000,F1,Commercial
Collin,R-3672-000-R003-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",CHELSEA BLVD,ALLEN,75013,1000,F1,Commercial
Collin,R-2093-000-R001-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",JUPITER RD,PLANO,75074,7318,F1,Commercial
Collin,R-8247-00A-004R-1,M&S REAL ESTATE GmbH & CO KG LP,"5151 BELT LINE RD STE 715, DALLAS, TX 75254-7547",5913 VIRGINIA PKWY,MCKINNEY,75071,2280557,MDO,Commercial
Collin,R-0062-008-0180-1,GREATER NEW BIRTH BAPTIST CHURCH OF PLANO,"3501 SHERRYE DR, PLANO, TX 75074-4114",3501 SHERRYE DR,PLANO,75074,397444,EXEMPT,Commercial
Collin,R-9638-000-R001-1,WYLIE CITY OF,"300 COUNTRY CLUB DR BLDG 100, WYLIE, TX 75098-3000",MCCREARY RD,WYLIE,75098,650734,F1,Commercial
Collin,R-9638-000-R002-1,WYLIE CITY OF,"300 COUNTRY CLUB DR BLDG 100, WYLIE, TX 75098-3000",SPRINGWELL PKWY,WYLIE,75098,131464,F1,Commercial
Collin,R-0097-052-001B-1,PLANO ISD,"2700 W 15TH ST, PLANO, TX 75075-7524",720 PLEASANT VALLEY LN,RICHARDSON,75080,15068531,EXEMPT,Commercial
Collin,R-1809-00E-0040-1,APTS AT MERANO LLC,"1603 L B J FWY STE 800, DALLAS, TX 75234-6061",HERITAGE DR,MCKINNEY,75069,319758,C1,Commercial
Collin,R-1809-00E-0050-1,APTS AT MERANO LLC,"1603 L B J FWY STE 800, DALLAS, TX 75234-6061",HERITAGE DR,MCKINNEY,75069,315526,C1,Commercial
Collin,R-1809-000-R002-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",HERITAGE DR/PEARSON AVE,MCKINNEY,75069,5,F1,Commercial
Collin,R-4758-000-R001-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",LAVON DR,MCKINNEY,75069,1000,F1,Commercial
Collin,R-9643-00A-0010-1,BENTLEY JONATHAN E,"1070 COUNTRY TRL, FAIRVIEW, TX 75069-8788",1280 SAM RAYBURN HWY,MELISSA,75454,4100000,SC,Commercial
Collin,R-9643-00A-0020-1,BENTLEY JONATHAN E ETAL,"1070 COUNTRY TRL, FAIRVIEW, TX 75069-8788",1300 SAM RAYBURN HWY,MELISSA,75454,3325000,SSF,Commercial
Collin,R-9642-000-R001-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",LOS RIOS BLVD,PLANO,75074,1000,F1,Commercial
Collin,R-4483-00A-0020-1,SAGEBRUSH PARTNERS LTD,"2500 DALLAS PKWY STE 555, PLANO, TX 75093-4893",2500 DALLAS PKWY,PLANO,75093,36300000,OMTMR4-11,Commercial
Collin,R-4483-000-R001-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",DALLAS PKWY,PLANO,75093,5149,F1,Commercial
Collin,R-9641-00A-002R-1,AUTOZONE TEXAS LP,"DEPT 8700, MEMPHIS, TN 38101-2198",3120 W UNIVERSITY DR,MCKINNEY,75071,1579443,APS,Commercial
Collin,R-9645-00A-0010-1,WYLIE78 LLC,"2331 W NORTHWEST HWY STE 200, DALLAS, TX 75220-4438",501/503 S STATE HWY 78,WYLIE,75098,1005181,FFR,Commercial
Collin,R-4743-00A-0050-1,HOUSING AUTHORITY OF THE CITY OF MCKINNEY TEXAS,"609 N TENNESSEE ST, MCKINNEY, TX 75069",3191 MEDICAL CENTER DR,MCKINNEY,75069,1070650,MFU,Commercial
Collin,R-9646-000-R001-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",BASS ST,MCKINNEY,75069,7450,F1,Commercial
Collin,R-9646-000-R002-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",SHELLY & WADDILL ST,MCKINNEY,75069,1000,F1,Commercial
Collin,R-9646-000-R003-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",WHITE & WADDILL ST,MCKINNEY,75069,1000,F1,Commercial
Collin,R-9646-00A-0010-1,WADDILL STREET BAPTIST CHURCH,"1401 N WADDILL ST, MCKINNEY, TX 75069-1735",1401 N WADDILL ST,MCKINNEY,75069,1088744,EXEMPT,Commercial
Collin,R-4743-00A-04R1-1,HOUSING AUTHORITY OF THE CITY OF MCKINNEY TEXAS,"609 N TENNESSEE ST, MCKINNEY, TX 75069",3191 MEDICAL CENTER DR,MCKINNEY,75069,31403050,MFU,Commercial
Collin,R-1681-00A-003R-1,RACETRAC PETROLEUM INC,"200 GALLERIA PKWY SE STE 900, ATLANTA, GA 30339-5945",N CENTRAL EXPY,MCKINNEY,75071,4922,C1,Commercial
Collin,R-1681-00A-R002-1,STATE OF TEXAS,"PO BOX 133067, DALLAS, TX 75313-3067",VIRGINIA PKWY,MCKINNEY,75071,24326,F1,Commercial
Collin,R-0330-001-0010-1,BAYMON SERVALL LP,"1600 14TH ST, PLANO, TX 75074-6306",1600 14TH ST,PLANO,75074,984225,FSR,Commercial
Collin,R-9650-000-R001-1,ANNA CITY OF,"PO BOX 776, ANNA, TX 75409-0776",COUNTY ROAD 368,ANNA,75409,1000,F1,Commercial
Collin,R-9649-000-R001-1,COLLIN COUNTY,"4690 COMMUNITY AVE # 200, MCKINNEY, TX 75071-2541",COUNTY ROAD 995,MCKINNEY,75071,1000,F1,Commercial
Collin,R-6448-001-0260-1,MOLSTAD DANIEL R & SHARON-LE,"2299 COUNTY ROAD 655, FARMERSVILLE, TX 75442-6166",881 CONSTRUCTION DR,FARMERSVILLE,75442,68442,F1,Commercial
Collin,R-9480-00A-A200-1,INTERNATIONAL LESAGE ENTERPRISE INC,"3913 RIDGETOP LN, PLANO, TX 75074-7721",4160 W SPRING CREEK PKWY A-200,PLANO,75024,607098,OC,Commercial
Collin,R-9480-00A-A300-1,SU & LIN FAMILY LTD,"10 W END AVE APT 16B, NEW YORK, NY 10023-7841",4160 W SPRING CREEK PKWY A-300,PLANO,75024,995000,OC,Commercial
Collin,R-1890-00G-2R2A-1,CORONA COMMERCIAL PRO LLC,"3109 COUNTRY CLUB DR, MCKINNEY, TX 75070-4533",1020 N WATTERS RD,ALLEN,75013,5264163,PSDF,Commercial
Collin,R-8801-R0A-0011-1,WYLIE CITY OF,"300 COUNTRY CLUB DR BLDG 100, WYLIE, TX 75098-3000",FM 1378,WYLIE,75098,1000,F1,Commercial
Collin,R-9655-000-R001-1,COLLIN COUNTY,"4690 COMMUNITY AVE # 200, MCKINNEY, TX 75071-2541",TREETOP VIEW,MCKINNEY,75071,1000,F1,Commercial
Collin,R-9656-000-R001-1,COLLIN COUNTY,"4690 COMMUNITY AVE # 200, MCKINNEY, TX 75071-2541",,MCKINNEY,75071,1000,F1,Commercial
Collin,R-8675-00A-001R-1,V3 COMMERCIAL INVESTMENTS LP,"3104 NEW BRITTON DR, PLANO, TX 75093-3453",6151 VIRGINIA PKWY,MCKINNEY,75071,3100000,PSDF,Commercial
Collin,R-9657-00A-0010-1,ANNA CITY OF,"PO BOX 776, ANNA, TX 75409-0776",3223 N POWELL PKWY,ANNA,75409,1331525,EXEMPT,Commercial
Collin,R-9657-000-R001-1,ANNA CITY OF,"PO BOX 776, ANNA, TX 75409-0776",STATE HWY 5,ANNA,75409,3605,F1,Commercial
Collin,R-7037-R01-0440-1,STATE OF TEXAS,"PO BOX 133067, DALLAS, TX 75313-3067",CUSTER RD,FRISCO,75035,67756,F1,Commercial
Collin,R-2161-00D-01GR-1,KINTEX INVESTMENTS I LTD ETAL,"1836 W VIRGINIA ST STE 105, MCKINNEY, TX 75069-7868",2140 REDBUD BLVD,MCKINNEY,75069,2924743,WH-MTIB,Commercial
Collin,R-8447-000-0030-1,ARC BFALLTX001 LLC,"11995 EL CAMINO REAL STE 3527, SAN DIEGO, CA 92130-2539",600 E STACY RD,ALLEN,75002,1829964,ARS,Commercial
Collin,R-4441-000-R001-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",CHAPARRAL RD,ALLEN,75002,31886,F1,Commercial
Collin,R-4526-00A-0011-1,STATE OF TEXAS,"PO BOX 133067, DALLAS, TX 75313-3067",FM 982,PRINCETON,75407,15368,F1,Commercial
