zip,city,state,county,lat,lng,type
01001,Agawam,MA,Hampden County,42.0702,-72.6227,STANDARD
01002,Amherst,MA,Hampshire County,42.3671,-72.4646,STANDARD
01003,Amherst,MA,Hampshire County,42.3919,-72.5248,STANDARD
01005,Barre,MA,Worcester County,42.4097,-72.1084,STANDARD
01007,Belchertown,MA,Hampshire County,42.2751,-72.411,STANDARD
01008,Blandford,MA,Hampden County,42.1829,-72.9361,STANDARD
01010,Brimfield,MA,Hampden County,42.1165,-72.1885,STANDARD
01011,Chester,MA,Hampden County,42.2794,-72.9888,STANDARD
01012,Chesterfield,MA,Hampshire County,42.3923,-72.8256,STANDARD
01013,Chicopee,MA,Hampden County,42.1487,-72.6079,STANDARD
01020,Chicopee,MA,Hampden County,42.1764,-72.5761,STANDARD
01022,Chicopee,MA,Hampden County,42.1934,-72.5544,STANDARD
01026,Cummington,MA,Hampshire County,42.4633,-72.9202,STANDARD
01027,Easthampton,MA,Hampshire County,42.2668,-72.669,STANDARD
01028,East Longmeadow,MA,Hampden County,42.0672,-72.5056,STANDARD
01030,Feeding Hills,MA,Hampden County,42.0718,-72.6751,STANDARD
01031,Gilbertville,MA,Worcester County,42.3322,-72.1986,STANDARD
01032,Goshen,MA,Hampshire County,42.4404,-72.7995,STANDARD
01033,Granby,MA,Hampshire County,42.2557,-72.52,STANDARD
01034,Granville,MA,Hampden County,42.1127,-72.952,STANDARD
01035,Hadley,MA,Hampshire County,42.3606,-72.5715,STANDARD
01036,Hampden,MA,Hampden County,42.0648,-72.4318,STANDARD
01038,Hatfield,MA,Hampshire County,42.3844,-72.6167,STANDARD
01039,Haydenville,MA,Hampshire County,42.3818,-72.7032,STANDARD
01040,Holyoke,MA,Hampden County,42.202,-72.6262,STANDARD
01050,Huntington,MA,Hampshire County,42.2653,-72.8733,STANDARD
01053,Leeds,MA,Hampshire County,42.3543,-72.7034,STANDARD
01054,Leverett,MA,Franklin County,42.4682,-72.4993,STANDARD
01056,Ludlow,MA,Hampden County,42.1728,-72.471,STANDARD
01057,Monson,MA,Hampden County,42.101,-72.3196,STANDARD
01060,Northampton,MA,Hampshire County,42.3223,-72.6313,STANDARD
01062,Florence,MA,Hampshire County,42.3219,-72.6928,STANDARD
01068,Oakham,MA,Worcester County,42.348,-72.0513,STANDARD
01069,Palmer,MA,Hampden County,42.1762,-72.3288,STANDARD
01070,Plainfield,MA,Hampshire County,42.5144,-72.9183,STANDARD
01071,Russell,MA,Hampden County,42.1471,-72.8403,STANDARD
01072,Shutesbury,MA,Franklin County,42.482,-72.4213,STANDARD
01073,Southampton,MA,Hampshire County,42.2247,-72.7194,STANDARD
01075,South Hadley,MA,Hampshire County,42.2375,-72.5811,STANDARD
01077,Southwick,MA,Hampden County,42.0511,-72.7706,STANDARD
01080,Three Rivers,MA,Hampden County,42.1819,-72.3624,STANDARD
01081,Wales,MA,Hampden County,42.0627,-72.2046,STANDARD
01082,Ware,MA,Hampshire County,42.2618,-72.2583,STANDARD
01084,West Chesterfield,MA,Hampshire County,42.3903,-72.8709,STANDARD
01085,Westfield,MA,Hampden County,42.1251,-72.7495,STANDARD
01088,West Hatfield,MA,Hampshire County,42.3906,-72.6469,STANDARD
01089,West Springfield,MA,Hampden County,42.1151,-72.6411,STANDARD
01095,Wilbraham,MA,Hampden County,42.1245,-72.4464,STANDARD
01096,Williamsburg,MA,Hampshire County,42.4085,-72.778,STANDARD
01098,Worthington,MA,Hampshire County,42.3902,-72.9472,STANDARD
01103,Springfield,MA,Hampden County,42.1029,-72.5887,STANDARD
01104,Springfield,MA,Hampden County,42.1288,-72.5778,STANDARD
01105,Springfield,MA,Hampden County,42.0999,-72.5783,STANDARD
01106,Longmeadow,MA,Hampden County,42.0507,-72.5676,STANDARD
01107,Springfield,MA,Hampden County,42.1179,-72.6065,STANDARD
01108,Springfield,MA,Hampden County,42.0853,-72.5584,STANDARD
01109,Springfield,MA,Hampden County,42.1145,-72.5543,STANDARD
01118,Springfield,MA,Hampden County,42.0929,-72.5274,STANDARD
01119,Springfield,MA,Hampden County,42.1247,-72.5121,STANDARD
01128,Springfield,MA,Hampden County,42.0944,-72.4889,STANDARD
01129,Springfield,MA,Hampden County,42.1223,-72.4876,STANDARD
01144,Springfield,MA,Hampden County,42.1018,-72.5915,STANDARD
01151,Indian Orchard,MA,Hampden County,42.1532,-72.505,STANDARD
01152,Springfield,MA,Hampden County,42.1707,-72.6048,STANDARD
01201,Pittsfield,MA,Berkshire County,42.4531,-73.2471,STANDARD
01220,Adams,MA,Berkshire County,42.6223,-73.1172,STANDARD
01222,Ashley Falls,MA,Berkshire County,42.0596,-73.3202,STANDARD
01223,Becket,MA,Berkshire County,42.3594,-73.1203,STANDARD
01224,Berkshire,MA,Berkshire County,42.5126,-73.1929,STANDARD
01225,Cheshire,MA,Berkshire County,42.5611,-73.158,STANDARD
01226,Dalton,MA,Berkshire County,42.475,-73.1603,STANDARD
01230,Great Barrington,MA,Berkshire County,42.1959,-73.3607,STANDARD
01235,Hinsdale,MA,Berkshire County,42.4298,-73.0724,STANDARD
01236,Housatonic,MA,Berkshire County,42.2653,-73.3745,STANDARD
01237,Lanesborough,MA,Berkshire County,42.5173,-73.2282,STANDARD
01238,Lee,MA,Berkshire County,42.299,-73.2317,STANDARD
01240,Lenox,MA,Berkshire County,42.3642,-73.2713,STANDARD
01245,Monterey,MA,Berkshire County,42.1867,-73.2065,STANDARD
01247,North Adams,MA,Berkshire County,42.6955,-73.08,STANDARD
01252,North Egremont,MA,Berkshire County,42.1986,-73.4462,STANDARD
01253,Otis,MA,Berkshire County,42.1931,-73.0918,STANDARD
01254,Richmond,MA,Berkshire County,42.3784,-73.3645,STANDARD
01255,Sandisfield,MA,Berkshire County,42.1094,-73.1163,STANDARD
01256,Savoy,MA,Berkshire County,42.577,-73.0233,STANDARD
01257,Sheffield,MA,Berkshire County,42.1001,-73.3611,STANDARD
01259,Southfield,MA,Berkshire County,42.078,-73.2609,STANDARD
01266,West Stockbridge,MA,Berkshire County,42.3348,-73.3825,STANDARD
01267,Williamstown,MA,Berkshire County,42.7089,-73.2036,STANDARD
01270,Windsor,MA,Berkshire County,42.515,-73.0412,STANDARD
01301,Greenfield,MA,Franklin County,42.6013,-72.6236,STANDARD
01330,Ashfield,MA,Franklin County,42.5232,-72.811,STANDARD
01331,Athol,MA,Worcester County,42.5959,-72.2267,STANDARD
01337,Bernardston,MA,Franklin County,42.6952,-72.5772,STANDARD
01338,Buckland,MA,Franklin County,42.5736,-72.8213,STANDARD
01339,Charlemont,MA,Franklin County,42.608,-72.8901,STANDARD
01340,Colrain,MA,Franklin County,42.679,-72.7265,STANDARD
01341,Conway,MA,Franklin County,42.5138,-72.7025,STANDARD
01342,Deerfield,MA,Franklin County,42.5406,-72.6072,STANDARD
01343,Drury,MA,Berkshire County,42.6427,-72.9862,STANDARD
01344,Erving,MA,Franklin County,42.6076,-72.4292,STANDARD
01346,Heath,MA,Franklin County,42.6853,-72.8391,STANDARD
01349,Millers Falls,MA,Franklin County,42.582,-72.4926,STANDARD
01351,Montague,MA,Franklin County,42.5429,-72.5328,STANDARD
01354,Gill,MA,Franklin County,42.6404,-72.4995,STANDARD
01355,New Salem,MA,Franklin County,42.5146,-72.3062,STANDARD
01360,Northfield,MA,Franklin County,42.6887,-72.451,STANDARD
01364,Orange,MA,Franklin County,42.6129,-72.2924,STANDARD
01366,Petersham,MA,Worcester County,42.4898,-72.1893,STANDARD
01367,Rowe,MA,Franklin County,42.6953,-72.9258,STANDARD
01368,Royalston,MA,Worcester County,42.6722,-72.1964,STANDARD
01370,Shelburne Falls,MA,Franklin County,42.6022,-72.7391,STANDARD
01373,South Deerfield,MA,Franklin County,42.4756,-72.6153,STANDARD
01375,Sunderland,MA,Franklin County,42.4539,-72.5676,STANDARD
01376,Turners Falls,MA,Franklin County,42.5954,-72.5557,STANDARD
01378,Warwick,MA,Franklin County,42.6671,-72.3397,STANDARD
01379,Wendell,MA,Franklin County,42.5656,-72.4009,STANDARD
01380,Wendell Depot,MA,Franklin County,42.5534,-72.3927,STANDARD
01420,Fitchburg,MA,Worcester County,42.5796,-71.8031,STANDARD
01430,Ashburnham,MA,Worcester County,42.6496,-71.9267,STANDARD
01431,Ashby,MA,Middlesex County,42.6745,-71.8174,STANDARD
01432,Ayer,MA,Middlesex County,42.5591,-71.5788,STANDARD
01434,Devens,MA,Worcester County,42.5385,-71.6115,STANDARD
01436,Baldwinville,MA,Worcester County,42.5936,-72.0646,STANDARD
01440,Gardner,MA,Worcester County,42.574,-71.9898,STANDARD
01450,Groton,MA,Middlesex County,42.6124,-71.5584,STANDARD
01451,Harvard,MA,Worcester County,42.4986,-71.5753,STANDARD
01452,Hubbardston,MA,Worcester County,42.4865,-72.0012,STANDARD
01453,Leominster,MA,Worcester County,42.5274,-71.7563,STANDARD
01460,Littleton,MA,Middlesex County,42.5401,-71.4877,STANDARD
01462,Lunenburg,MA,Worcester County,42.5884,-71.7266,STANDARD
01463,Pepperell,MA,Middlesex County,42.6689,-71.5934,STANDARD
01464,Shirley,MA,Middlesex County,42.5734,-71.6483,STANDARD
01468,Templeton,MA,Worcester County,42.546,-72.065,STANDARD
01469,Townsend,MA,Middlesex County,42.6525,-71.6896,STANDARD
01473,Westminster,MA,Worcester County,42.5483,-71.9096,STANDARD
01474,West Townsend,MA,Middlesex County,42.6678,-71.7522,STANDARD
01475,Winchendon,MA,Worcester County,42.6789,-72.0475,STANDARD
01501,Auburn,MA,Worcester County,42.2055,-71.8391,STANDARD
01503,Berlin,MA,Worcester County,42.3844,-71.6356,STANDARD
01504,Blackstone,MA,Worcester County,42.0287,-71.5269,STANDARD
01505,Boylston,MA,Worcester County,42.3377,-71.731,STANDARD
01506,Brookfield,MA,Worcester County,42.1991,-72.0989,STANDARD
01507,Charlton,MA,Worcester County,42.1379,-71.9664,STANDARD
01510,Clinton,MA,Worcester County,42.4181,-71.6828,STANDARD
01515,East Brookfield,MA,Worcester County,42.2193,-72.0481,STANDARD
01516,Douglas,MA,Worcester County,42.0528,-71.7509,STANDARD
01518,Fiskdale,MA,Worcester County,42.1228,-72.1178,STANDARD
01519,Grafton,MA,Worcester County,42.2004,-71.6868,STANDARD
01520,Holden,MA,Worcester County,42.342,-71.8414,STANDARD
01521,Holland,MA,Hampden County,42.0403,-72.1544,STANDARD
01522,Jefferson,MA,Worcester County,42.3755,-71.8706,STANDARD
01523,Lancaster,MA,Worcester County,42.451,-71.6868,STANDARD
01524,Leicester,MA,Worcester County,42.237,-71.9188,STANDARD
01527,Millbury,MA,Worcester County,42.1968,-71.7644,STANDARD
01529,Millville,MA,Worcester County,42.0331,-71.5798,STANDARD
01531,New Braintree,MA,Worcester County,42.3198,-72.1306,STANDARD
01532,Northborough,MA,Worcester County,42.3182,-71.6464,STANDARD
01534,Northbridge,MA,Worcester County,42.1494,-71.6564,STANDARD
01535,North Brookfield,MA,Worcester County,42.2665,-72.0821,STANDARD
01536,North Grafton,MA,Worcester County,42.2297,-71.7037,STANDARD
01537,North Oxford,MA,Worcester County,42.1655,-71.886,STANDARD
01540,Oxford,MA,Worcester County,42.1129,-71.8687,STANDARD
01541,Princeton,MA,Worcester County,42.4508,-71.8762,STANDARD
01542,Rochdale,MA,Worcester County,42.1997,-71.9069,STANDARD
01543,Rutland,MA,Worcester County,42.3762,-71.949,STANDARD
01545,Shrewsbury,MA,Worcester County,42.2848,-71.7205,STANDARD
01550,Southbridge,MA,Worcester County,42.075,-72.0353,STANDARD
01560,South Grafton,MA,Worcester County,42.176,-71.6927,STANDARD
01562,Spencer,MA,Worcester County,42.2441,-71.9906,STANDARD
01564,Sterling,MA,Worcester County,42.4354,-71.7752,STANDARD
01566,Sturbridge,MA,Worcester County,42.1126,-72.0842,STANDARD
01568,Upton,MA,Worcester County,42.1756,-71.6032,STANDARD
01569,Uxbridge,MA,Worcester County,42.0744,-71.6329,STANDARD
01570,Webster,MA,Worcester County,42.0521,-71.8486,STANDARD
01571,Dudley,MA,Worcester County,42.0489,-71.8932,STANDARD
01581,Westborough,MA,Worcester County,42.2679,-71.6176,STANDARD
01583,West Boylston,MA,Worcester County,42.3584,-71.7838,STANDARD
01585,West Brookfield,MA,Worcester County,42.2441,-72.1511,STANDARD
01588,Whitinsville,MA,Worcester County,42.1153,-71.6644,STANDARD
01590,Sutton,MA,Worcester County,42.1266,-71.7552,STANDARD
01602,Worcester,MA,Worcester County,42.2703,-71.8417,STANDARD
01603,Worcester,MA,Worcester County,42.245,-71.838,STANDARD
01604,Worcester,MA,Worcester County,42.2541,-71.7746,STANDARD
01605,Worcester,MA,Worcester County,42.2894,-71.7888,STANDARD
01606,Worcester,MA,Worcester County,42.311,-71.7958,STANDARD
01607,Worcester,MA,Worcester County,42.2303,-71.7938,STANDARD
01608,Worcester,MA,Worcester County,42.2624,-71.8003,STANDARD
01609,Worcester,MA,Worcester County,42.2826,-71.8277,STANDARD
01610,Worcester,MA,Worcester County,42.2492,-71.8108,STANDARD
01611,Cherry Valley,MA,Worcester County,42.2373,-71.875,STANDARD
01612,Paxton,MA,Worcester County,42.3066,-71.9202,STANDARD
01655,Worcester,MA,Worcester County,42.3648,-71.8969,STANDARD
01701,Framingham,MA,Middlesex County,42.3007,-71.4255,STANDARD
01702,Framingham,MA,Middlesex County,42.2822,-71.4339,STANDARD
01718,Acton,MA,Middlesex County,42.4851,-71.4328,STANDARD
01719,Boxborough,MA,Middlesex County,42.4914,-71.5177,STANDARD
01720,Acton,MA,Middlesex County,42.4751,-71.4483,STANDARD
01721,Ashland,MA,Middlesex County,42.2539,-71.4583,STANDARD
01730,Bedford,MA,Middlesex County,42.4843,-71.2768,STANDARD
01731,Hanscom AFB,MA,Middlesex County,42.4631,-71.2851,STANDARD
01740,Bolton,MA,Worcester County,42.4365,-71.6076,STANDARD
01741,Carlisle,MA,Middlesex County,42.5286,-71.3519,STANDARD
01742,Concord,MA,Middlesex County,42.4567,-71.3747,STANDARD
01745,Fayville,MA,Worcester County,42.2934,-71.5028,STANDARD
01746,Holliston,MA,Middlesex County,42.2026,-71.4361,STANDARD
01747,Hopedale,MA,Worcester County,42.1268,-71.5376,STANDARD
01748,Hopkinton,MA,Middlesex County,42.219,-71.5302,STANDARD
01749,Hudson,MA,Middlesex County,42.3918,-71.5609,STANDARD
01752,Marlborough,MA,Middlesex County,42.3509,-71.5434,STANDARD
01754,Maynard,MA,Middlesex County,42.4321,-71.455,STANDARD
01756,Mendon,MA,Worcester County,42.0967,-71.5499,STANDARD
01757,Milford,MA,Worcester County,42.1511,-71.5274,STANDARD
01760,Natick,MA,Middlesex County,42.2875,-71.3574,STANDARD
01770,Sherborn,MA,Middlesex County,42.2331,-71.3787,STANDARD
01772,Southborough,MA,Worcester County,42.2939,-71.532,STANDARD
01773,Lincoln,MA,Middlesex County,42.4217,-71.3137,STANDARD
01775,Stow,MA,Middlesex County,42.4308,-71.515,STANDARD
01776,Sudbury,MA,Middlesex County,42.3837,-71.4282,STANDARD
01778,Wayland,MA,Middlesex County,42.3486,-71.3588,STANDARD
01801,Woburn,MA,Middlesex County,42.4829,-71.1574,STANDARD
01803,Burlington,MA,Middlesex County,42.5089,-71.2004,STANDARD
01810,Andover,MA,Essex County,42.6496,-71.1565,STANDARD
01821,Billerica,MA,Middlesex County,42.5519,-71.2518,STANDARD
01824,Chelmsford,MA,Middlesex County,42.5911,-71.3556,STANDARD
01826,Dracut,MA,Middlesex County,42.6764,-71.3186,STANDARD
01827,Dunstable,MA,Middlesex County,42.6739,-71.4952,STANDARD
01830,Haverhill,MA,Essex County,42.7856,-71.0721,STANDARD
01832,Haverhill,MA,Essex County,42.7792,-71.1095,STANDARD
01833,Georgetown,MA,Essex County,42.7281,-70.9822,STANDARD
01834,Groveland,MA,Essex County,42.753,-71.027,STANDARD
01835,Haverhill,MA,Essex County,42.7528,-71.0843,STANDARD
01840,Lawrence,MA,Essex County,42.708,-71.1638,STANDARD
01841,Lawrence,MA,Essex County,42.7115,-71.167,STANDARD
01843,Lawrence,MA,Essex County,42.6911,-71.1605,STANDARD
01844,Methuen,MA,Essex County,42.728,-71.181,STANDARD
01845,North Andover,MA,Essex County,42.6826,-71.109,STANDARD
01850,Lowell,MA,Middlesex County,42.656,-71.3051,STANDARD
01851,Lowell,MA,Middlesex County,42.6315,-71.3329,STANDARD
01852,Lowell,MA,Middlesex County,42.6344,-71.2983,STANDARD
01854,Lowell,MA,Middlesex County,42.6493,-71.3355,STANDARD
01860,Merrimac,MA,Essex County,42.8346,-71.0047,STANDARD
01862,North Billerica,MA,Middlesex County,42.5757,-71.2902,STANDARD
01863,North Chelmsford,MA,Middlesex County,42.6347,-71.3908,STANDARD
01864,North Reading,MA,Middlesex County,42.5819,-71.0947,STANDARD
01867,Reading,MA,Middlesex County,42.528,-71.109,STANDARD
01876,Tewksbury,MA,Middlesex County,42.6028,-71.2232,STANDARD
01879,Tyngsboro,MA,Middlesex County,42.6724,-71.4158,STANDARD
01880,Wakefield,MA,Middlesex County,42.5009,-71.0685,STANDARD
01886,Westford,MA,Middlesex County,42.5864,-71.4401,STANDARD
01887,Wilmington,MA,Middlesex County,42.5581,-71.1723,STANDARD
01890,Winchester,MA,Middlesex County,42.453,-71.1441,STANDARD
01901,Lynn,MA,Essex County,42.4612,-70.9467,STANDARD
01902,Lynn,MA,Essex County,42.4698,-70.942,STANDARD
01904,Lynn,MA,Essex County,42.4889,-70.9647,STANDARD
01905,Lynn,MA,Essex County,42.4694,-70.9728,STANDARD
01906,Saugus,MA,Essex County,42.4633,-71.0111,STANDARD
01907,Swampscott,MA,Essex County,42.4746,-70.9098,STANDARD
01908,Nahant,MA,Essex County,42.4261,-70.9277,STANDARD
01913,Amesbury,MA,Essex County,42.8559,-70.9367,STANDARD
01915,Beverly,MA,Essex County,42.5608,-70.8759,STANDARD
01921,Boxford,MA,Essex County,42.6797,-71.0114,STANDARD
01922,Byfield,MA,Essex County,42.7568,-70.9351,STANDARD
01923,Danvers,MA,Essex County,42.5694,-70.9425,STANDARD
01929,Essex,MA,Essex County,42.6286,-70.7828,STANDARD
01930,Gloucester,MA,Essex County,42.6208,-70.6721,STANDARD
01938,Ipswich,MA,Essex County,42.6809,-70.8494,STANDARD
01940,Lynnfield,MA,Essex County,42.5327,-71.0339,STANDARD
01944,Manchester,MA,Essex County,42.5796,-70.7674,STANDARD
01945,Marblehead,MA,Essex County,42.4984,-70.8653,STANDARD
01949,Middleton,MA,Essex County,42.5942,-71.013,STANDARD
01950,Newburyport,MA,Essex County,42.813,-70.8847,STANDARD
01951,Newbury,MA,Essex County,42.7553,-70.8496,STANDARD
01952,Salisbury,MA,Essex County,42.8507,-70.8588,STANDARD
01960,Peabody,MA,Essex County,42.5326,-70.9612,STANDARD
01966,Rockport,MA,Essex County,42.658,-70.6194,STANDARD
01969,Rowley,MA,Essex County,42.7138,-70.907,STANDARD
01970,Salem,MA,Essex County,42.5151,-70.9003,STANDARD
01982,South Hamilton,MA,Essex County,42.6185,-70.8561,STANDARD
01983,Topsfield,MA,Essex County,42.6415,-70.9488,STANDARD
01984,Wenham,MA,Essex County,42.6017,-70.8786,STANDARD
01985,West Newbury,MA,Essex County,42.7949,-70.9778,STANDARD
02019,Bellingham,MA,Norfolk County,42.0746,-71.4768,STANDARD
02021,Canton,MA,Norfolk County,42.1645,-71.1355,STANDARD
02025,Cohasset,MA,Norfolk County,42.2395,-70.8128,STANDARD
02026,Dedham,MA,Norfolk County,42.2437,-71.1637,STANDARD
02030,Dover,MA,Norfolk County,42.2362,-71.2854,STANDARD
02032,East Walpole,MA,Norfolk County,42.1532,-71.2179,STANDARD
02035,Foxboro,MA,Norfolk County,42.0649,-71.2441,STANDARD
02038,Franklin,MA,Norfolk County,42.0935,-71.4058,STANDARD
02043,Hingham,MA,Plymouth County,42.2245,-70.8911,STANDARD
02045,Hull,MA,Plymouth County,42.2853,-70.8754,STANDARD
02048,Mansfield,MA,Bristol County,42.0212,-71.2178,STANDARD
02050,Marshfield,MA,Plymouth County,42.1062,-70.6993,STANDARD
02052,Medfield,MA,Norfolk County,42.1845,-71.3048,STANDARD
02053,Medway,MA,Norfolk County,42.1514,-71.4217,STANDARD
02054,Millis,MA,Norfolk County,42.1669,-71.3607,STANDARD
02056,Norfolk,MA,Norfolk County,42.1177,-71.3269,STANDARD
02061,Norwell,MA,Plymouth County,42.1596,-70.8217,STANDARD
02062,Norwood,MA,Norfolk County,42.1868,-71.2033,STANDARD
02066,Scituate,MA,Plymouth County,42.2032,-70.7525,STANDARD
02067,Sharon,MA,Norfolk County,42.1094,-71.1759,STANDARD
02071,South Walpole,MA,Norfolk County,42.0992,-71.2752,STANDARD
02072,Stoughton,MA,Norfolk County,42.1253,-71.1074,STANDARD
02081,Walpole,MA,Norfolk County,42.1444,-71.2544,STANDARD
02090,Westwood,MA,Norfolk County,42.2148,-71.2104,STANDARD
02093,Wrentham,MA,Norfolk County,42.0617,-71.3396,STANDARD
02108,Boston,MA,Suffolk County,42.3576,-71.0684,STANDARD
02109,Boston,MA,Suffolk County,42.36,-71.0545,STANDARD
02110,Boston,MA,Suffolk County,42.3576,-71.0514,STANDARD
02111,Boston,MA,Suffolk County,42.3503,-71.0629,STANDARD
02113,Boston,MA,Suffolk County,42.3657,-71.056,STANDARD
02114,Boston,MA,Suffolk County,42.3611,-71.0682,STANDARD
02115,Boston,MA,Suffolk County,42.3427,-71.0922,STANDARD
02116,Boston,MA,Suffolk County,42.3492,-71.0768,STANDARD
02118,Boston,MA,Suffolk County,42.3362,-71.0729,STANDARD
02119,Roxbury,MA,Suffolk County,42.3251,-71.0953,STANDARD
02120,Roxbury Crossing,MA,Suffolk County,42.3307,-71.0912,STANDARD
02121,Dorchester,MA,Suffolk County,42.2973,-71.0745,STANDARD
02122,Dorchester,MA,Suffolk County,42.2973,-71.0745,STANDARD
02124,Dorchester Center,MA,Suffolk County,42.2918,-71.0717,STANDARD
02125,Dorchester,MA,Suffolk County,42.2973,-71.0745,STANDARD
02126,Mattapan,MA,Suffolk County,42.2739,-71.0939,STANDARD
02127,South Boston,MA,Suffolk County,42.3347,-71.0375,STANDARD
02128,East Boston,MA,Suffolk County,42.3642,-71.0257,STANDARD
02129,Charlestown,MA,Suffolk County,42.3778,-71.0627,STANDARD
02130,Jamaica Plain,MA,Suffolk County,42.3126,-71.1115,STANDARD
02131,Roslindale,MA,Suffolk County,42.2836,-71.1295,STANDARD
02132,West Roxbury,MA,Suffolk County,42.2787,-71.1589,STANDARD
02133,Boston,MA,Suffolk County,42.3584,-71.0598,STANDARD
02134,Allston,MA,Suffolk County,42.3535,-71.1329,STANDARD
02135,Brighton,MA,Suffolk County,42.3478,-71.1566,STANDARD
02136,Hyde Park,MA,Suffolk County,42.254,-71.1261,STANDARD
02138,Cambridge,MA,Middlesex County,42.377,-71.1256,STANDARD
02139,Cambridge,MA,Middlesex County,42.3647,-71.1042,STANDARD
02140,Cambridge,MA,Middlesex County,42.3932,-71.1338,STANDARD
02141,Cambridge,MA,Middlesex County,42.3687,-71.0836,STANDARD
02142,Cambridge,MA,Middlesex County,42.362,-71.083,STANDARD
02143,Somerville,MA,Middlesex County,42.3829,-71.1028,STANDARD
02144,Somerville,MA,Middlesex County,42.4003,-71.1221,STANDARD
02145,Somerville,MA,Middlesex County,42.3907,-71.0929,STANDARD
02148,Malden,MA,Middlesex County,42.4291,-71.0605,STANDARD
02149,Everett,MA,Middlesex County,42.4112,-71.0514,STANDARD
02150,Chelsea,MA,Suffolk County,42.3963,-71.0325,STANDARD
02151,Revere,MA,Suffolk County,42.4138,-71.0052,STANDARD
02152,Winthrop,MA,Suffolk County,42.3763,-70.98,STANDARD
02155,Medford,MA,Middlesex County,42.4173,-71.1087,STANDARD
02163,Boston,MA,Suffolk County,42.3253,-71.1122,STANDARD
02169,Quincy,MA,Norfolk County,42.2491,-70.9978,STANDARD
02170,Quincy,MA,Norfolk County,42.2671,-71.0186,STANDARD
02171,Quincy,MA,Norfolk County,42.2825,-71.0241,STANDARD
02176,Melrose,MA,Middlesex County,42.4581,-71.0632,STANDARD
02180,Stoneham,MA,Middlesex County,42.4828,-71.0978,STANDARD
02184,Braintree,MA,Norfolk County,42.2093,-70.9963,STANDARD
02186,Milton,MA,Norfolk County,42.2537,-71.0771,STANDARD
02188,Weymouth,MA,Norfolk County,42.2113,-70.9582,STANDARD
02189,East Weymouth,MA,Norfolk County,42.214,-70.9203,STANDARD
02190,South Weymouth,MA,Norfolk County,42.1751,-70.9495,STANDARD
02191,North Weymouth,MA,Norfolk County,42.2459,-70.9467,STANDARD
02199,Boston,MA,Suffolk County,42.3479,-71.0825,STANDARD
02203,Boston,MA,Suffolk County,42.3615,-71.0604,STANDARD
02210,Boston,MA,Suffolk County,42.3489,-71.0465,STANDARD
02215,Boston,MA,Suffolk County,42.3471,-71.1027,STANDARD
02222,Boston,MA,Suffolk County,42.3644,-71.0633,STANDARD
02301,Brockton,MA,Plymouth County,42.0794,-71.04,STANDARD
02302,Brockton,MA,Plymouth County,42.0847,-71.0002,STANDARD
02322,Avon,MA,Norfolk County,42.1258,-71.0437,STANDARD
02324,Bridgewater,MA,Plymouth County,41.9773,-70.9723,STANDARD
02330,Carver,MA,Plymouth County,41.8883,-70.7678,STANDARD
02332,Duxbury,MA,Plymouth County,42.0399,-70.7163,STANDARD
02333,East Bridgewater,MA,Plymouth County,42.0315,-70.945,STANDARD
02338,Halifax,MA,Plymouth County,42.0002,-70.8448,STANDARD
02339,Hanover,MA,Plymouth County,42.1214,-70.857,STANDARD
02341,Hanson,MA,Plymouth County,42.0616,-70.8651,STANDARD
02343,Holbrook,MA,Norfolk County,42.1464,-71.0083,STANDARD
02346,Middleboro,MA,Plymouth County,41.8884,-70.893,STANDARD
02347,Lakeville,MA,Plymouth County,41.8374,-70.9582,STANDARD
02351,Abington,MA,Plymouth County,42.1167,-70.9543,STANDARD
02356,North Easton,MA,Bristol County,42.059,-71.1123,STANDARD
02359,Pembroke,MA,Plymouth County,42.0621,-70.8044,STANDARD
02360,Plymouth,MA,Plymouth County,41.9104,-70.642,STANDARD
02364,Kingston,MA,Plymouth County,41.995,-70.741,STANDARD
02367,Plympton,MA,Plymouth County,41.9655,-70.8046,STANDARD
02368,Randolph,MA,Norfolk County,42.1736,-71.0514,STANDARD
02370,Rockland,MA,Plymouth County,42.1293,-70.9133,STANDARD
02375,South Easton,MA,Bristol County,42.0257,-71.0988,STANDARD
02379,West Bridgewater,MA,Plymouth County,42.0255,-71.0161,STANDARD
02382,Whitman,MA,Plymouth County,42.0816,-70.9381,STANDARD
02420,Lexington,MA,Middlesex County,42.4563,-71.2167,STANDARD
02421,Lexington,MA,Middlesex County,42.4426,-71.2265,STANDARD
02445,Brookline,MA,Norfolk County,42.3259,-71.1341,STANDARD
02446,Brookline,MA,Norfolk County,42.3431,-71.123,STANDARD
02451,Waltham,MA,Middlesex County,42.3986,-71.2451,STANDARD
02452,Waltham,MA,Middlesex County,42.3943,-71.218,STANDARD
02453,Waltham,MA,Middlesex County,42.3654,-71.2317,STANDARD
02458,Newton,MA,Middlesex County,42.3528,-71.1875,STANDARD
02459,Newton Center,MA,Middlesex County,42.3341,-71.1833,STANDARD
02460,Newtonville,MA,Middlesex County,42.352,-71.2084,STANDARD
02461,Newton Highlands,MA,Middlesex County,42.3168,-71.2084,STANDARD
02462,Newton Lower Falls,MA,Middlesex County,42.3299,-71.2562,STANDARD
02464,Newton Upper Falls,MA,Middlesex County,42.3129,-71.2195,STANDARD
02465,West Newton,MA,Middlesex County,42.3492,-71.2267,STANDARD
02466,Auburndale,MA,Middlesex County,42.3441,-71.248,STANDARD
