zip,city,state,county,lat,lng,type
39120,Natchez,MS,Adams County,31.5492,-91.3642,STANDARD
39140,Newhebron,MS,Lawrence County,31.7485,-90.0524,STANDARD
39144,Pattison,MS,Claiborne County,31.851,-90.8283,STANDARD
39145,Pelahatchie,MS,Rankin County,32.318,-89.7913,STANDARD
39146,Pickens,MS,Holmes County,32.8905,-89.9737,STANDARD
39149,Pinola,MS,Simpson County,31.8277,-90.0088,STANDARD
39150,Port Gibson,MS,Claiborne County,31.961,-90.984,STANDARD
39152,Pulaski,MS,Smith County,32.2745,-89.5627,STANDARD
39153,Raleigh,MS,Smith County,32.0508,-89.5088,STANDARD
39154,Raymond,MS,Hinds County,32.1961,-90.4753,STANDARD
39156,Redwood,MS,Warren County,32.4867,-90.7859,STANDARD
39157,Ridgeland,MS,Madison County,32.4122,-90.1207,STANDARD
39159,Rolling Fork,MS,Sharkey County,32.8733,-90.8833,STANDARD
39160,Sallis,MS,Attala County,33.001,-89.7552,STANDARD
39162,Satartia,MS,Yazoo County,32.6125,-90.5965,STANDARD
39166,Silver City,MS,Humphreys County,33.0507,-90.4928,STANDARD
39168,Taylorsville,MS,Smith County,31.8394,-89.4049,STANDARD
39169,Tchula,MS,Holmes County,33.1624,-90.25,STANDARD
39170,Terry,MS,Hinds County,32.1147,-90.3241,STANDARD
39173,Tinsley,MS,Yazoo County,32.7628,-90.3628,STANDARD
39175,Utica,MS,Hinds County,32.1229,-90.6047,STANDARD
39176,Vaiden,MS,Carroll County,33.3343,-89.757,STANDARD
39179,Vaughan,MS,Yazoo County,32.8015,-90.0981,STANDARD
39180,Vicksburg,MS,Warren County,32.3258,-90.8507,STANDARD
39183,Vicksburg,MS,Warren County,32.386,-90.84,STANDARD
39189,Walnut Grove,MS,Leake County,32.6134,-89.4105,STANDARD
39191,Wesson,MS,Copiah County,31.6901,-90.4131,STANDARD
39192,West,MS,Attala County,33.1883,-89.7695,STANDARD
39194,Yazoo City,MS,Yazoo County,32.8594,-90.4031,STANDARD
39201,Jackson,MS,Hinds County,32.2935,-90.1867,STANDARD
39202,Jackson,MS,Hinds County,32.3149,-90.1782,STANDARD
39203,Jackson,MS,Hinds County,32.3081,-90.2021,STANDARD
39204,Jackson,MS,Hinds County,32.2832,-90.2306,STANDARD
39206,Jackson,MS,Hinds County,32.37,-90.1738,STANDARD
39208,Pearl,MS,Rankin County,32.2604,-90.0897,STANDARD
39209,Jackson,MS,Hinds County,32.3184,-90.2446,STANDARD
39211,Jackson,MS,Hinds County,32.3739,-90.1293,STANDARD
39212,Jackson,MS,Hinds County,32.2435,-90.2612,STANDARD
39213,Jackson,MS,Hinds County,32.3553,-90.2171,STANDARD
39216,Jackson,MS,Hinds County,32.3386,-90.1708,STANDARD
39218,Richland,MS,Rankin County,32.2287,-90.1591,STANDARD
39232,Flowood,MS,Rankin County,32.3299,-90.0915,STANDARD
39269,Jackson,MS,Hinds County,32.3003,-90.1886,STANDARD
39272,Byram,MS,Hinds County,32.1888,-90.2595,STANDARD
39301,Meridian,MS,Lauderdale County,32.3574,-88.656,STANDARD
39305,Meridian,MS,Lauderdale County,32.4401,-88.6783,STANDARD
39307,Meridian,MS,Lauderdale County,32.3736,-88.7436,STANDARD
39320,Bailey,MS,Lauderdale County,32.4676,-88.7228,STANDARD
39322,Buckatunna,MS,Wayne County,31.5391,-88.5289,STANDARD
39323,Chunky,MS,Newton County,32.3505,-88.9551,STANDARD
39325,Collinsville,MS,Lauderdale County,32.5643,-88.875,STANDARD
39326,Daleville,MS,Lauderdale County,32.5511,-88.6609,STANDARD
39327,Decatur,MS,Newton County,32.4358,-89.1168,STANDARD
39328,De Kalb,MS,Kemper County,32.7162,-88.7332,STANDARD
39330,Enterprise,MS,Clarke County,32.1563,-88.8474,STANDARD
39332,Hickory,MS,Newton County,32.32,-89.0093,STANDARD
39335,Lauderdale,MS,Lauderdale County,32.5022,-88.4956,STANDARD
39336,Lawrence,MS,Newton County,32.2876,-89.2724,STANDARD
39337,Little Rock,MS,Newton County,32.5049,-88.9955,STANDARD
39338,Louin,MS,Jasper County,32.0997,-89.2199,STANDARD
39339,Louisville,MS,Winston County,33.1058,-89.0287,STANDARD
39341,Macon,MS,Noxubee County,33.1027,-88.5781,STANDARD
39342,Marion,MS,Lauderdale County,32.4245,-88.6483,STANDARD
39345,Newton,MS,Newton County,32.3244,-89.184,STANDARD
39346,Noxapater,MS,Winston County,32.9789,-89.1221,STANDARD
39347,Pachuta,MS,Jasper County,32.0217,-88.8851,STANDARD
39348,Paulding,MS,Jasper County,32.0167,-89.0584,STANDARD
39350,Philadelphia,MS,Neshoba County,32.7572,-89.1154,STANDARD
39352,Porterville,MS,Kemper County,32.6368,-88.4984,STANDARD
39354,Preston,MS,Kemper County,32.8826,-88.8289,STANDARD
39355,Quitman,MS,Clarke County,32.0668,-88.6788,STANDARD
39356,Rose Hill,MS,Jasper County,32.1489,-89.0011,STANDARD
39358,Scooba,MS,Kemper County,32.8402,-88.4883,STANDARD
39360,Shubuta,MS,Clarke County,31.9607,-88.7168,STANDARD
39361,Shuqualak,MS,Noxubee County,32.9769,-88.5594,STANDARD
39362,State Line,MS,Wayne County,31.3916,-88.5171,STANDARD
39363,Stonewall,MS,Clarke County,32.1564,-88.7748,STANDARD
39364,Toomsuba,MS,Lauderdale County,32.4296,-88.4892,STANDARD
39365,Union,MS,Neshoba County,32.6439,-89.112,STANDARD
39366,Vossburg,MS,Jasper County,31.9506,-88.9707,STANDARD
39367,Waynesboro,MS,Wayne County,31.6754,-88.6782,STANDARD
39401,Hattiesburg,MS,Forrest County,31.3146,-89.3065,STANDARD
39402,Hattiesburg,MS,Lamar County,31.3098,-89.3775,STANDARD
39421,Bassfield,MS,Jefferson Davis County,31.5037,-89.7027,STANDARD
39422,Bay Springs,MS,Jasper County,31.9449,-89.2338,STANDARD
39423,Beaumont,MS,Perry County,31.1693,-88.92,STANDARD
39425,Brooklyn,MS,Forrest County,31.0591,-89.0796,STANDARD
39426,Carriere,MS,Pearl River County,30.6178,-89.5779,STANDARD
39427,Carson,MS,Jefferson Davis County,31.4814,-89.8279,STANDARD
39428,Collins,MS,Covington County,31.6707,-89.5438,STANDARD
39429,Columbia,MS,Marion County,31.2559,-89.7998,STANDARD
39437,Ellisville,MS,Jones County,31.5797,-89.2231,STANDARD
39439,Heidelberg,MS,Jasper County,31.882,-88.9981,STANDARD
39440,Laurel,MS,Jones County,31.7054,-89.1312,STANDARD
39443,Laurel,MS,Jones County,31.7138,-89.0759,STANDARD
39451,Leakesville,MS,Greene County,31.1238,-88.5595,STANDARD
39452,Lucedale,MS,George County,30.8668,-88.649,STANDARD
39455,Lumberton,MS,Lamar County,31.0013,-89.4523,STANDARD
39456,Mc Lain,MS,Greene County,31.0858,-88.8192,STANDARD
39459,Moselle,MS,Jones County,31.4836,-89.3206,STANDARD
39461,Neely,MS,Greene County,31.1793,-88.7198,STANDARD
39462,New Augusta,MS,Perry County,31.2026,-89.0367,STANDARD
39464,Ovett,MS,Jones County,31.4738,-89.0396,STANDARD
39465,Petal,MS,Forrest County,31.3472,-89.2222,STANDARD
39466,Picayune,MS,Pearl River County,30.5418,-89.691,STANDARD
39470,Poplarville,MS,Pearl River County,30.8524,-89.5648,STANDARD
39474,Prentiss,MS,Jefferson Davis County,31.6057,-89.8735,STANDARD
39475,Purvis,MS,Lamar County,31.1496,-89.4623,STANDARD
39476,Richton,MS,Perry County,31.3434,-88.9101,STANDARD
39478,Sandy Hook,MS,Marion County,31.0479,-89.8183,STANDARD
39479,Seminary,MS,Covington County,31.5285,-89.4816,STANDARD
39480,Soso,MS,Jones County,31.7594,-89.3082,STANDARD
39481,Stringer,MS,Jasper County,31.8447,-89.2621,STANDARD
39482,Sumrall,MS,Lamar County,31.36,-89.5777,STANDARD
39483,Foxworth,MS,Marion County,31.2473,-89.9311,STANDARD
39501,Gulfport,MS,Harrison County,30.3826,-89.0976,STANDARD
39503,Gulfport,MS,Harrison County,30.4601,-89.0886,STANDARD
39507,Gulfport,MS,Harrison County,30.3962,-89.0353,STANDARD
39520,Bay Saint Louis,MS,Hancock County,30.2956,-89.4632,STANDARD
39525,Diamondhead,MS,Hancock County,30.3728,-89.3779,STANDARD
39530,Biloxi,MS,Harrison County,30.4035,-88.8971,STANDARD
39531,Biloxi,MS,Harrison County,30.4033,-88.9605,STANDARD
39532,Biloxi,MS,Harrison County,30.511,-88.9681,STANDARD
39540,Diberville,MS,Harrison County,30.4383,-88.8989,STANDARD
39553,Gautier,MS,Jackson County,30.398,-88.6412,STANDARD
39556,Kiln,MS,Hancock County,30.4875,-89.4187,STANDARD
39560,Long Beach,MS,Harrison County,30.3598,-89.1646,STANDARD
39561,Mc Henry,MS,Stone County,30.7108,-89.1765,STANDARD
39562,Moss Point,MS,Jackson County,30.5471,-88.4927,STANDARD
39563,Moss Point,MS,Jackson County,30.425,-88.5233,STANDARD
39564,Ocean Springs,MS,Jackson County,30.4404,-88.7801,STANDARD
39565,Vancleave,MS,Jackson County,30.5405,-88.6875,STANDARD
39567,Pascagoula,MS,Jackson County,30.3658,-88.5561,STANDARD
39571,Pass Christian,MS,Harrison County,30.3989,-89.2843,STANDARD
39572,Pearlington,MS,Hancock County,30.2508,-89.6011,STANDARD
39573,Perkinston,MS,Stone County,30.7669,-89.14,STANDARD
39574,Saucier,MS,Harrison County,30.5961,-89.1477,STANDARD
39576,Waveland,MS,Hancock County,30.2914,-89.3837,STANDARD
39577,Wiggins,MS,Stone County,30.8609,-89.1324,STANDARD
39581,Pascagoula,MS,Jackson County,30.3664,-88.5289,STANDARD
39601,Brookhaven,MS,Lincoln County,31.5858,-90.452,STANDARD
39629,Bogue Chitto,MS,Lincoln County,31.4563,-90.4732,STANDARD
39630,Bude,MS,Franklin County,31.4593,-90.8457,STANDARD
39631,Centreville,MS,Wilkinson County,31.0893,-91.096,STANDARD
39633,Crosby,MS,Wilkinson County,31.291,-91.1849,STANDARD
39638,Gloster,MS,Amite County,31.1903,-90.924,STANDARD
39641,Jayess,MS,Lawrence County,31.4036,-90.1864,STANDARD
39643,Kokomo,MS,Marion County,31.244,-90.0194,STANDARD
39645,Liberty,MS,Amite County,31.1384,-90.7133,STANDARD
39647,Mc Call Creek,MS,Franklin County,31.5048,-90.7703,STANDARD
39648,Mccomb,MS,Pike County,31.1769,-90.4016,STANDARD
39652,Magnolia,MS,Pike County,31.1217,-90.4831,STANDARD
39653,Meadville,MS,Franklin County,31.4285,-90.8578,STANDARD
39654,Monticello,MS,Lawrence County,31.5238,-90.128,STANDARD
39656,Oak Vale,MS,Jefferson Davis County,31.442,-89.9827,STANDARD
39657,Osyka,MS,Pike County,31.0217,-90.479,STANDARD
39661,Roxie,MS,Franklin County,31.504,-91.0625,STANDARD
39662,Ruth,MS,Lincoln County,31.3795,-90.2867,STANDARD
39663,Silver Creek,MS,Lawrence County,31.5755,-90.0173,STANDARD
39664,Smithdale,MS,Amite County,31.3672,-90.6752,STANDARD
39665,Sontag,MS,Lawrence County,31.6524,-90.2043,STANDARD
39666,Summit,MS,Pike County,31.2975,-90.4654,STANDARD
39667,Tylertown,MS,Walthall County,31.1466,-90.1169,STANDARD
39668,Union Church,MS,Jefferson County,31.7105,-90.8259,STANDARD
39669,Woodville,MS,Wilkinson County,31.1459,-91.3076,STANDARD
39701,Columbus,MS,Lowndes County,33.4109,-88.5047,STANDARD
39702,Columbus,MS,Lowndes County,33.4812,-88.3554,STANDARD
39705,Columbus,MS,Lowndes County,33.5508,-88.4865,STANDARD
39730,Aberdeen,MS,Monroe County,33.8284,-88.538,STANDARD
39735,Ackerman,MS,Choctaw County,33.3517,-89.2014,STANDARD
39737,Bellefontaine,MS,Webster County,33.6487,-89.3101,STANDARD
39739,Brooksville,MS,Noxubee County,33.2346,-88.5823,STANDARD
39740,Caledonia,MS,Lowndes County,33.6865,-88.3145,STANDARD
39741,Cedarbluff,MS,Clay County,33.6169,-88.8579,STANDARD
39743,Crawford,MS,Lowndes County,33.3219,-88.5671,STANDARD
39744,Eupora,MS,Webster County,33.5494,-89.2904,STANDARD
39745,French Camp,MS,Choctaw County,33.2898,-89.3999,STANDARD
39746,Hamilton,MS,Monroe County,33.7404,-88.4112,STANDARD
39747,Kilmichael,MS,Montgomery County,33.4165,-89.5696,STANDARD
39750,Maben,MS,Webster County,33.5686,-89.0605,STANDARD
39751,Mantee,MS,Webster County,33.7052,-89.1051,STANDARD
39752,Mathiston,MS,Webster County,33.5415,-89.1275,STANDARD
39755,Pheba,MS,Clay County,33.5961,-88.9518,STANDARD
39756,Prairie,MS,Clay County,33.7836,-88.6642,STANDARD
39759,Starkville,MS,Oktibbeha County,33.4505,-88.8196,STANDARD
39766,Steens,MS,Lowndes County,33.5671,-88.3278,STANDARD
39767,Stewart,MS,Webster County,33.5101,-89.479,STANDARD
39769,Sturgis,MS,Oktibbeha County,33.357,-89.0473,STANDARD
39771,Walthall,MS,Webster County,33.607,-89.2752,STANDARD
39772,Weir,MS,Choctaw County,33.2645,-89.2804,STANDARD
39773,West Point,MS,Clay County,33.6076,-88.6503,STANDARD
39776,Woodland,MS,Chickasaw County,33.8066,-89.0256,STANDARD
39813,Arlington,GA,Calhoun County,31.442,-84.7241,STANDARD
39815,Attapulgus,GA,Decatur County,30.7493,-84.4846,STANDARD
39817,Bainbridge,GA,Decatur County,30.9381,-84.5934,STANDARD
39819,Bainbridge,GA,Decatur County,30.9039,-84.569,STANDARD
39823,Blakely,GA,Early County,31.3791,-84.9353,STANDARD
39824,Bluffton,GA,Clay County,31.52,-84.867,STANDARD
39825,Brinson,GA,Decatur County,30.9788,-84.7373,STANDARD
39826,Bronwood,GA,Terrell County,31.8308,-84.364,STANDARD
39827,Cairo,GA,Grady County,30.9528,-84.2069,STANDARD
39828,Cairo,GA,Grady County,30.8768,-84.2091,STANDARD
39834,Climax,GA,Decatur County,30.8757,-84.445,STANDARD
39836,Coleman,GA,Randolph County,31.6726,-84.8903,STANDARD
39837,Colquitt,GA,Miller County,31.173,-84.731,STANDARD
39840,Cuthbert,GA,Randolph County,31.7706,-84.7936,STANDARD
39841,Damascus,GA,Early County,31.2984,-84.7175,STANDARD
39842,Dawson,GA,Terrell County,31.7703,-84.5238,STANDARD
39845,Donalsonville,GA,Seminole County,31.0505,-84.8801,STANDARD
39846,Edison,GA,Calhoun County,31.5607,-84.7381,STANDARD
39851,Fort Gaines,GA,Clay County,31.6264,-85.0548,STANDARD
39854,Georgetown,GA,Quitman County,31.8854,-85.1059,STANDARD
39859,Iron City,GA,Seminole County,31.013,-84.8138,STANDARD
39861,Jakin,GA,Early County,31.1824,-85.0121,STANDARD
39862,Leary,GA,Calhoun County,31.4849,-84.5128,STANDARD
39866,Morgan,GA,Calhoun County,31.5374,-84.5994,STANDARD
39867,Morris,GA,Clay County,31.8343,-84.9255,STANDARD
39870,Newton,GA,Baker County,31.3164,-84.3367,STANDARD
39877,Parrott,GA,Terrell County,31.8939,-84.5112,STANDARD
39886,Shellman,GA,Randolph County,31.7608,-84.6092,STANDARD
39897,Whigham,GA,Grady County,30.8836,-84.3246,STANDARD
40003,Bagdad,KY,Shelby County,38.2608,-85.0651,STANDARD
40004,Bardstown,KY,Nelson County,37.8083,-85.4613,STANDARD
40006,Bedford,KY,Trimble County,38.5864,-85.3133,STANDARD
40007,Bethlehem,KY,Henry County,38.4529,-85.0169,STANDARD
40008,Bloomfield,KY,Nelson County,37.908,-85.2862,STANDARD
40009,Bradfordsville,KY,Marion County,37.4662,-85.1436,STANDARD
40010,Buckner,KY,Oldham County,38.3735,-85.4507,STANDARD
40011,Campbellsburg,KY,Henry County,38.5231,-85.1611,STANDARD
40012,Chaplin,KY,Nelson County,37.9025,-85.2015,STANDARD
40013,Coxs Creek,KY,Nelson County,37.9125,-85.4658,STANDARD
40014,Crestwood,KY,Oldham County,38.3326,-85.461,STANDARD
40019,Eminence,KY,Henry County,38.3696,-85.1782,STANDARD
40022,Finchville,KY,Shelby County,38.1561,-85.3476,STANDARD
40023,Fisherville,KY,Jefferson County,38.1652,-85.4282,STANDARD
40026,Goshen,KY,Oldham County,38.4113,-85.5708,STANDARD
40031,La Grange,KY,Oldham County,38.4029,-85.3928,STANDARD
40033,Lebanon,KY,Marion County,37.5658,-85.2668,STANDARD
40036,Lockport,KY,Henry County,38.4219,-84.9586,STANDARD
40037,Loretto,KY,Marion County,37.6421,-85.4113,STANDARD
40040,Mackville,KY,Washington County,37.7568,-85.059,STANDARD
40041,Masonic Home,KY,Jefferson County,38.2538,-85.7599,STANDARD
40045,Milton,KY,Trimble County,38.6925,-85.3659,STANDARD
40046,Mount Eden,KY,Spencer County,38.0352,-85.1641,STANDARD
40047,Mount Washington,KY,Bullitt County,38.0452,-85.5586,STANDARD
40050,New Castle,KY,Henry County,38.4374,-85.1756,STANDARD
40051,New Haven,KY,Nelson County,37.6438,-85.547,STANDARD
40052,New Hope,KY,Nelson County,37.632,-85.5083,STANDARD
40055,Pendleton,KY,Henry County,38.4809,-85.317,STANDARD
40056,Pewee Valley,KY,Oldham County,38.3039,-85.4834,STANDARD
40057,Pleasureville,KY,Henry County,38.3598,-85.1072,STANDARD
40059,Prospect,KY,Jefferson County,38.356,-85.6083,STANDARD
40060,Raywick,KY,Marion County,37.538,-85.43,STANDARD
40062,Saint Francis,KY,Marion County,37.6047,-85.4251,STANDARD
40065,Shelbyville,KY,Shelby County,38.2162,-85.2243,STANDARD
40067,Simpsonville,KY,Shelby County,38.2312,-85.3548,STANDARD
40068,Smithfield,KY,Henry County,38.3933,-85.2656,STANDARD
40069,Springfield,KY,Washington County,37.7342,-85.2107,STANDARD
40070,Sulphur,KY,Henry County,38.4921,-85.252,STANDARD
40071,Taylorsville,KY,Spencer County,38.0471,-85.3829,STANDARD
40075,Turners Station,KY,Henry County,38.5521,-85.1019,STANDARD
40076,Waddy,KY,Shelby County,38.1054,-85.1288,STANDARD
40077,Westport,KY,Oldham County,38.4921,-85.4524,STANDARD
40078,Willisburg,KY,Washington County,37.8373,-85.1362,STANDARD
40104,Battletown,KY,Meade County,38.0393,-86.2991,STANDARD
40107,Boston,KY,Nelson County,37.7408,-85.5948,STANDARD
40108,Brandenburg,KY,Meade County,37.9662,-86.1084,STANDARD
40109,Brooks,KY,Bullitt County,38.0546,-85.7713,STANDARD
40111,Cloverport,KY,Breckinridge County,37.7731,-86.6282,STANDARD
40115,Custer,KY,Breckinridge County,37.7358,-86.2378,STANDARD
40117,Ekron,KY,Meade County,37.9113,-86.1542,STANDARD
40118,Fairdale,KY,Jefferson County,38.1087,-85.7549,STANDARD
40119,Falls Of Rough,KY,Grayson County,37.5522,-86.4836,STANDARD
40121,Fort Knox,KY,Hardin County,37.8928,-85.9489,STANDARD
40122,Fort Knox,KY,Hardin County,37.8911,-85.9636,STANDARD
40140,Garfield,KY,Breckinridge County,37.7828,-86.3575,STANDARD
40142,Guston,KY,Meade County,37.8951,-86.2155,STANDARD
40143,Hardinsburg,KY,Breckinridge County,37.7512,-86.4537,STANDARD
40144,Harned,KY,Breckinridge County,37.8023,-86.4148,STANDARD
40145,Hudson,KY,Breckinridge County,37.6506,-86.3012,STANDARD
40146,Irvington,KY,Breckinridge County,37.8762,-86.2965,STANDARD
40150,Lebanon Junction,KY,Bullitt County,37.8511,-85.7246,STANDARD
40152,Mc Daniels,KY,Breckinridge County,37.6207,-86.4476,STANDARD
40155,Muldraugh,KY,Meade County,37.9371,-85.9918,STANDARD
40157,Payneville,KY,Meade County,38.0301,-86.4082,STANDARD
40160,Radcliff,KY,Hardin County,37.8267,-85.9404,STANDARD
40161,Rhodelia,KY,Meade County,38.006,-86.3984,STANDARD
40162,Rineyville,KY,Hardin County,37.7525,-85.9954,STANDARD
40165,Shepherdsville,KY,Bullitt County,38.0045,-85.6888,STANDARD
40170,Stephensport,KY,Breckinridge County,37.9048,-86.524,STANDARD
40171,Union Star,KY,Breckinridge County,37.9616,-86.4615,STANDARD
40175,Vine Grove,KY,Hardin County,37.8589,-86.0069,STANDARD
40176,Webster,KY,Breckinridge County,37.9237,-86.3441,STANDARD
40177,West Point,KY,Hardin County,37.9954,-85.9545,STANDARD
40178,Westview,KY,Breckinridge County,37.6792,-86.4273,STANDARD
40202,Louisville,KY,Jefferson County,38.2507,-85.7476,STANDARD
40203,Louisville,KY,Jefferson County,38.2493,-85.7694,STANDARD
40204,Louisville,KY,Jefferson County,38.2369,-85.7249,STANDARD
40205,Louisville,KY,Jefferson County,38.2222,-85.6885,STANDARD
40206,Louisville,KY,Jefferson County,38.2503,-85.7034,STANDARD
40207,Louisville,KY,Jefferson County,38.2628,-85.6663,STANDARD
40208,Louisville,KY,Jefferson County,38.22,-85.7648,STANDARD
40209,Louisville,KY,Jefferson County,38.1901,-85.7519,STANDARD
40210,Louisville,KY,Jefferson County,38.2306,-85.7905,STANDARD
40211,Louisville,KY,Jefferson County,38.242,-85.8127,STANDARD
40212,Louisville,KY,Jefferson County,38.2651,-85.8045,STANDARD
40213,Louisville,KY,Jefferson County,38.1839,-85.7106,STANDARD
40214,Louisville,KY,Jefferson County,38.1593,-85.778,STANDARD
40215,Louisville,KY,Jefferson County,38.1913,-85.7847,STANDARD
40216,Louisville,KY,Jefferson County,38.1865,-85.8335,STANDARD
40217,Louisville,KY,Jefferson County,38.2174,-85.7404,STANDARD
40218,Louisville,KY,Jefferson County,38.189,-85.654,STANDARD
40219,Louisville,KY,Jefferson County,38.1381,-85.6953,STANDARD
40220,Louisville,KY,Jefferson County,38.2149,-85.6245,STANDARD
40222,Louisville,KY,Jefferson County,38.2674,-85.6237,STANDARD
40223,Louisville,KY,Jefferson County,38.2651,-85.5582,STANDARD
40228,Louisville,KY,Jefferson County,38.1442,-85.6265,STANDARD
40229,Louisville,KY,Jefferson County,38.0891,-85.6548,STANDARD
40241,Louisville,KY,Jefferson County,38.3045,-85.5815,STANDARD
40242,Louisville,KY,Jefferson County,38.2785,-85.594,STANDARD
40243,Louisville,KY,Jefferson County,38.2422,-85.5353,STANDARD
40245,Louisville,KY,Jefferson County,38.2683,-85.4845,STANDARD
40258,Louisville,KY,Jefferson County,38.1457,-85.8641,STANDARD
40272,Louisville,KY,Jefferson County,38.0846,-85.851,STANDARD
40291,Louisville,KY,Jefferson County,38.1313,-85.5754,STANDARD
40293,Louisville,KY,Jefferson County,38.2542,-85.7594,STANDARD
40299,Louisville,KY,Jefferson County,38.1768,-85.5218,STANDARD
40311,Carlisle,KY,Nicholas County,38.3212,-84.0279,STANDARD
40312,Clay City,KY,Powell County,37.8524,-83.9309,STANDARD
40313,Clearfield,KY,Rowan County,38.1287,-83.4425,STANDARD
40316,Denniston,KY,Menifee County,37.9159,-83.538,STANDARD
40322,Frenchburg,KY,Menifee County,37.947,-83.6084,STANDARD
40324,Georgetown,KY,Scott County,38.2117,-84.5562,STANDARD
40328,Gravel Switch,KY,Marion County,37.5758,-85.0824,STANDARD
40330,Harrodsburg,KY,Mercer County,37.8033,-84.8607,STANDARD
40334,Hope,KY,Bath County,38.0161,-83.7713,STANDARD
40336,Irvine,KY,Estill County,37.6858,-83.9862,STANDARD
40337,Jeffersonville,KY,Montgomery County,37.964,-83.8558,STANDARD
40342,Lawrenceburg,KY,Anderson County,38.0189,-84.9299,STANDARD
40346,Means,KY,Menifee County,37.9807,-83.7447,STANDARD
40347,Midway,KY,Woodford County,38.1487,-84.6928,STANDARD
40350,Moorefield,KY,Nicholas County,38.2926,-83.8929,STANDARD
40351,Morehead,KY,Rowan County,38.199,-83.4436,STANDARD
40353,Mount Sterling,KY,Montgomery County,38.0548,-83.9388,STANDARD
40355,New Liberty,KY,Owen County,38.6277,-84.8756,STANDARD
40356,Nicholasville,KY,Jessamine County,37.8808,-84.5646,STANDARD
40358,Olympia,KY,Bath County,38.0849,-83.7008,STANDARD
40359,Owenton,KY,Owen County,38.4986,-84.8086,STANDARD
40360,Owingsville,KY,Bath County,38.1532,-83.7564,STANDARD
40361,Paris,KY,Bourbon County,38.2083,-84.245,STANDARD
40370,Sadieville,KY,Scott County,38.3908,-84.5384,STANDARD
40371,Salt Lick,KY,Bath County,38.104,-83.6316,STANDARD
40372,Salvisa,KY,Mercer County,37.9167,-84.8577,STANDARD
40374,Sharpsburg,KY,Bath County,38.2147,-83.8932,STANDARD
40376,Slade,KY,Powell County,37.7951,-83.7041,STANDARD
40379,Stamping Ground,KY,Scott County,38.2888,-84.6818,STANDARD
40380,Stanton,KY,Powell County,37.8223,-83.7853,STANDARD
40383,Versailles,KY,Woodford County,38.0413,-84.7287,STANDARD
40385,Waco,KY,Madison County,37.7426,-84.1441,STANDARD
40387,Wellington,KY,Menifee County,37.978,-83.4675,STANDARD
40390,Wilmore,KY,Jessamine County,37.8602,-84.6714,STANDARD
40391,Winchester,KY,Clark County,37.9872,-84.1789,STANDARD
40402,Annville,KY,Jackson County,37.3052,-83.9711,STANDARD
40403,Berea,KY,Madison County,37.5799,-84.2749,STANDARD
40409,Brodhead,KY,Rockcastle County,37.3815,-84.4336,STANDARD
40419,Crab Orchard,KY,Lincoln County,37.4465,-84.4939,STANDARD
40422,Danville,KY,Boyle County,37.6465,-84.7747,STANDARD
40437,Hustonville,KY,Lincoln County,37.4595,-84.8528,STANDARD
40440,Junction City,KY,Boyle County,37.5822,-84.8028,STANDARD
40442,Kings Mountain,KY,Lincoln County,37.3818,-84.7148,STANDARD
40444,Lancaster,KY,Garrard County,37.6584,-84.5969,STANDARD
40445,Livingston,KY,Rockcastle County,37.3074,-84.2318,STANDARD
40447,Mc Kee,KY,Jackson County,37.4317,-84.0258,STANDARD
40456,Mount Vernon,KY,Rockcastle County,37.3983,-84.3379,STANDARD
40460,Orlando,KY,Rockcastle County,37.3734,-84.2528,STANDARD
40461,Paint Lick,KY,Garrard County,37.6092,-84.4269,STANDARD
40464,Parksville,KY,Boyle County,37.5778,-84.9281,STANDARD
40468,Perryville,KY,Boyle County,37.6375,-84.9665,STANDARD
40472,Ravenna,KY,Estill County,37.6867,-83.9387,STANDARD
40475,Richmond,KY,Madison County,37.7546,-84.2955,STANDARD
40481,Sandgap,KY,Jackson County,37.4862,-84.0905,STANDARD
40484,Stanford,KY,Lincoln County,37.5245,-84.6912,STANDARD
40486,Tyner,KY,Jackson County,37.3693,-83.8619,STANDARD
40489,Waynesburg,KY,Lincoln County,37.3499,-84.6655,STANDARD
40502,Lexington,KY,Fayette County,38.0174,-84.4854,STANDARD
40503,Lexington,KY,Fayette County,38.001,-84.5282,STANDARD
40504,Lexington,KY,Fayette County,38.0406,-84.5433,STANDARD
40505,Lexington,KY,Fayette County,38.0612,-84.4583,STANDARD
40507,Lexington,KY,Fayette County,38.0464,-84.4953,STANDARD
40508,Lexington,KY,Fayette County,38.0513,-84.499,STANDARD
40509,Lexington,KY,Fayette County,38.0102,-84.4274,STANDARD
40510,Lexington,KY,Fayette County,38.0702,-84.591,STANDARD
40511,Lexington,KY,Fayette County,38.0932,-84.5007,STANDARD
40513,Lexington,KY,Fayette County,38.0139,-84.5815,STANDARD
40514,Lexington,KY,Fayette County,37.9833,-84.5767,STANDARD
40515,Lexington,KY,Fayette County,37.9651,-84.4708,STANDARD
40516,Lexington,KY,Fayette County,38.0544,-84.3548,STANDARD
40517,Lexington,KY,Fayette County,37.9849,-84.4816,STANDARD
40601,Frankfort,KY,Franklin County,38.2281,-84.8697,STANDARD
40701,Corbin,KY,Whitley County,36.9344,-84.1021,STANDARD
40729,East Bernstadt,KY,Laurel County,37.2488,-84.138,STANDARD
40734,Gray,KY,Knox County,36.9467,-83.9828,STANDARD
40737,Keavy,KY,Laurel County,37.0156,-84.1436,STANDARD
40740,Lily,KY,Laurel County,37.0256,-84.0282,STANDARD
